cod_provincia,provincia,region,poblacion,pobreza_ingreso_pct,pobreza_multi_pct,rural_pct,salud_carencia_pct,salud_carencia_pob,dep_subsidios_pct,ing_autonomo_pc,dep_subsidios_brecha
81,Concepcion,Biobio,1079605,18.303184274310112,14.397148971329734,3.908281269538396,6.956729708534105,75046,6.53283162991907,491065.62871193956,-1.4990547287938085
82,Arauco,Biobio,178050,25.572030328559393,22.3910577012133,29.069362538612747,6.631283347374333,11807,9.827205750956452,342151.39574085234,1.7953193922435737
83,Biobio,Biobio,430174,20.899914918149403,16.603313794303887,40.00753183595475,8.24596558601868,35472,9.417678761705714,369141.4937052973,1.385792402992836
161,Diguillin,Nuble,350751,23.15346214265961,16.09690555185602,22.09943806289932,7.03685728152568,24648,8.626541662167362,387442.28144159436,0.5946553034544841
162,Punilla,Nuble,56658,26.434324878117714,21.597687605861992,49.81114758727806,6.086248406741255,3438,11.338128449662717,330590.47145462024,3.306242090949839
163,Itata,Nuble,115109,28.422708273590725,18.595326107386757,57.26745953835061,8.824042115538822,10124,10.696295699376332,287825.15256323613,2.664409340663454
